X,Y,fid,id,left,top,right,bottom
7.76186783711512,53.8745665321039,"1","1",4020835.99832332,3555930.41470726,4370835.99832332,3255930.41470726
7.89451648963795,51.1798695420671,"2","2",4020835.99832332,3255930.41470726,4370835.99832332,2955930.41470726
8.00925450170821,48.483425343377,"3","3",4020835.99832332,2955930.41470726,4370835.99832332,2655930.41470726
13.0824730374498,53.8562227277408,"4","4",4370835.99832332,3555930.41470726,4720835.99832332,3255930.41470726
12.8999022028269,51.1627653169617,"5","5",4370835.99832332,3255930.41470726,4720835.99832332,2955930.41470726
12.7419638306452,48.4673886227962,"6","6",4370835.99832332,2955930.41470726,4720835.99832332,2655930.41470726
